CCCn1cc(-c2ccc3nn[nH]c3c2)cn1; [None]; [None]; [0]
CC(C)(N)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
O=C1CCc2cccc(-c3ccc4nn[nH]c4c3)c21; [None]; [None]; [0]
CCOC(=O)Cc1ccc2nn[nH]c2c1; [None]; [None]; [0]
CCN(CC)c1ccc2nn[nH]c2c1; [None]; [None]; [0]
C[S@](=O)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
O=c1[nH]ccc2oc(-c3ccc4nn[nH]c4c3)cc12; [None]; [None]; [0]
COc1ccncc1Nc1ccc2nn[nH]c2c1; [None]; [None]; [0]
c1ccc2c(-c3ccc4nn[nH]c4c3)c[nH]c2c1; [None]; [None]; [0]
c1ccc2ncc(Nc3ccc4nn[nH]c4c3)cc2c1; [None]; [None]; [0]
OC[C@H](Cc1ccccc1)c1ccc2nn[nH]c2c1; [None]; [None]; [0]
c1cc2c(-c3ccc4nn[nH]c4c3)c[nH]c2cn1; [None]; [None]; [0]
N#CCC(=O)N1CCC[C@@H](c2ccc3nn[nH]c3c2)C1; [None]; [None]; [0]
N#CC[C@@H]1CC[C@@H](c2ccc3nn[nH]c3c2)CC1; [None]; [None]; [0]
N#C[C@@H]1CC[C@@H](c2ccc3nn[nH]c3c2)CC1; [None]; [None]; [0]
N#C[C@H]1CCOC[C@@H]1c1ccc2nn[nH]c2c1; [None]; [None]; [0]
CNS(=O)(=O)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
c1ccc2c(c1)cnn2-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
Oc1cccc2c1cnn2-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
NC(=O)c1c(F)cccc1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
Oc1ccc2nc(-c3ccc4nn[nH]c4c3)[nH]c2c1; [None]; [None]; [0]
c1cc(Cc2ccc3nn[nH]c3c2)ccn1; [None]; [None]; [0]
Oc1ncccc1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
O=C(c1ccccc1)c1ccc(-c2ccc3nn[nH]c3c2)cc1; [None]; [None]; [0]
c1cc2nn[nH]c2cc1OC1CCOCC1; [None]; [None]; [0]
COc1ccc(-c2ccc3nn[nH]c3c2)c(OC)c1; [None]; [None]; [0]
Nc1nnc(-c2ccc3nn[nH]c3c2)s1; ['NNC(N)=S']; ['O=C(O)c1ccc2nn[nH]c2c1']; [0.996817708]
Nc1ncc(-c2ccc3nn[nH]c3c2)s1; [None]; [None]; [0]
c1cn(-c2ccc3nn[nH]c3c2)cn1; [None]; [None]; [0]
c1ccc2sc(-c3ccc4nn[nH]c4c3)nc2c1; [None]; [None]; [0]
COc1cccc(F)c1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
Cc1cncc(-c2ccc3nn[nH]c3c2)n1; [None]; [None]; [0]
Nc1nc(-c2ccc3nn[nH]c3c2)nc2ccccc12; [None]; [None]; [0]
COc1ccc(C#N)cc1-c1ccc2nn[nH]c2c1; [None]; [None]; [0]
c1cc(-c2ccc3nn[nH]c3c2)c2sccc2c1; [None]; [None]; [0]
CC(C)(C)CNc1ccc2nn[nH]c2c1; [None]; [None]; [0]
c1cncc(Cc2ccc3nn[nH]c3c2)c1; [None]; [None]; [0]
c1cnc2c(-c3ccc4nn[nH]c4c3)c[nH]c2c1; [None]; [None]; [0]
C[C@@]1(O)CC[C@H](c2ccc3nn[nH]c3c2)CC1; [None]; [None]; [0]
Cc1cc(C)cc(-c2ccc3nn[nH]c3c2)c1; [None]; [None]; [0]
CC(C)(C)Oc1ccc2nn[nH]c2c1; [None]; [None]; [0]
O=C(NCc1ccc(O)cc1)c1ccccc1; ['NCc1ccc(O)cc1', 'CCOC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'NCc1ccc(O)cc1']; [0.990009367, 0.990009367]
c1ccc2[nH]c(C3CCN(c4ccc5nn[nH]c5c4)CC3)nc2c1; [None]; [None]; [0]
O=C(NCc1ccncc1)c1ccccc1; ['NCc1ccncc1', 'NCc1ccncc1', 'NC(=O)c1ccccc1']; ['OCc1ccccc1', 'O=Cc1ccccc1', 'OCc1ccncc1']; [0.999729, 0.999729, 0.999729]
COc1ccc(OC)c(-c2ccc3nn[nH]c3c2)c1; [None]; [None]; [0]
O=C(NCc1cccc2ncccc12)c1ccccc1; ['NC(=O)c1ccccc1', 'NC(=O)c1ccccc1']; ['OCc1cccc2ncccc12', 'O=Cc1cccc2ncccc12']; [0.995573759, 0.995573759]
CCc1ccc(CNC(=O)c2ccccc2)cc1; ['CCc1ccc(CN)cc1']; ['Cc1ccccc1']; [0.995524883]
O=C(NCc1ccc(Cl)c(O)c1)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['Oc1ccccc1Cl']; [0.877438784]
C1=C(c2c[nH]c3ccccc23)CCN(c2ccc3nn[nH]c3c2)C1; [None]; [None]; [0]
Cn1cc(CNC(=O)c2ccccc2)cn1; ['Cn1cc(CN)cn1']; ['O=C(O)c1ccccc1']; [0.999921441]
O=C(NCc1c(F)cccc1F)c1ccccc1; ['NC(=O)c1ccccc1']; ['OCc1c(F)cccc1F']; [0.981637895]
O=C(NCc1cn[nH]c1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1n[nH]c2ccccc12)c1ccccc1; ['NCc1n[nH]c2ccccc12', 'NCc1n[nH]c2ccccc12']; ['O=C(Cl)c1ccccc1', 'O=C([O-])c1ccccc1']; [0.999467671, 0.999467671]
CNS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1; [None]; [None]; [0]
NC(=O)c1ccc(CNC(=O)c2ccccc2)cc1; ['NCc1ccc(C(N)=O)cc1', 'NCc1ccc(C(N)=O)cc1', 'NCc1ccc(C(N)=O)cc1', 'COC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'O=C(ON1C(=O)CCC1=O)c1ccccc1', 'O=C(O)c1ccccc1', 'NCc1ccc(C(N)=O)cc1']; [0.99979955, 0.99979955, 0.99979955, 0.99979955]
O=C(NCOc1ccc(F)cc1)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['Oc1ccc(F)cc1']; [0.874772787]
O=C(NCc1c(Cl)cccc1Cl)c1ccccc1; ['NCc1c(Cl)cccc1Cl', 'NCc1c(Cl)cccc1Cl', 'N#Cc1ccccc1', 'CC(C)(C)OOC(=O)c1ccccc1', 'NC(=O)c1ccccc1', 'NC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'NCc1c(Cl)cccc1Cl', 'NCc1c(Cl)cccc1Cl', 'NCc1c(Cl)cccc1Cl', 'OCc1c(Cl)cccc1Cl']; [0.999208272, 0.999208272, 0.999208272, 0.999208272, 0.999208272, 0.999208272]
O=C(NCc1ccc(O)cc1Cl)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['Oc1cccc(Cl)c1']; [0.938531518]
Nc1nccc(CNC(=O)c2ccccc2)n1; [None]; [None]; [0]
Cc1ncc(CNC(=O)c2ccccc2)[nH]1; [None]; [None]; [0]
O=C(NCc1ccccc1Cl)c1ccccc1; ['NCc1ccccc1Cl', 'N#Cc1ccccc1', 'NC(=O)c1ccccc1']; ['O=C(c1ccccc1)n1nnc2ccccc21', 'NCc1ccccc1Cl', 'OCc1ccccc1Cl']; [0.999991894, 0.999991894, 0.999991894]
O=C(NC[C@@H]1C[C@H](O)C1)c1ccccc1; [None]; [None]; [0]
COc1cc(CNC(=O)c2ccccc2)ccc1O; ['CCOC(=O)c1ccccc1']; ['COc1cc(CN)ccc1O']; [0.990811229]
O=C(NCc1cc[nH]c1)c1ccccc1; [None]; [None]; [0]
N#Cc1cnc(CNC(=O)c2ccccc2)cn1; [None]; [None]; [0]
N#Cc1ccc(CNC(=O)c2ccccc2)cc1; ['N#Cc1ccc(CN)cc1', 'N#Cc1ccc(CN)cc1']; ['O=C(O)c1ccccc1', 'NC(=O)c1ccccc1']; [0.999773562, 0.999773562]
O=C(NCc1cnccn1)c1ccccc1; ['COC(=O)c1ccccc1']; ['NCc1cnccn1']; [0.993431866]
O=C(NCc1ccoc1)c1ccccc1; [None]; [None]; [0]
COc1cc(CCCNC(=O)c2ccccc2)ccc1O; [None]; [None]; [0]
COC(=O)c1ccc(CNC(=O)c2ccccc2)o1; [None]; [None]; [0]
O=C(NCCOc1cccc(Cl)c1)c1ccccc1; ['NCCOc1cccc(Cl)c1']; ['O=C(O)c1ccccc1']; [0.999776185]
O=C(NCc1cccc(Br)c1)c1ccccc1; ['NC(=O)c1ccccc1', 'Cc1cccc(Br)c1']; ['NCc1cccc(Br)c1', 'NC(=O)c1ccccc1']; [0.99613, 0.99613]
O=C(NCc1cccs1)c1ccccc1; ['COC(=O)c1ccccc1', 'CCOC(=O)c1ccccc1']; ['NCc1cccs1', 'NCc1cccs1']; [0.999191225, 0.999191225]
N#Cc1ccc(CNC(=O)c2ccccc2)cn1; [None]; [None]; [0]
O=C(NCc1ccc(O)cc1O)c1ccccc1; ['NCc1ccc(O)cc1O', 'NCc1ccc(O)cc1O']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1']; [0.999224782, 0.999224782]
O=C(NCCCCO)c1ccccc1; ['COC(=O)c1ccccc1', 'NCCCCO']; ['NCCCCO', 'O=Cc1ccccc1']; [0.990963936, 0.990963936]
O=C(NCc1ccncn1)c1ccccc1; ['NCc1ccncn1', 'NCc1ccncn1', 'COC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'NCc1ccncn1']; [0.999901295, 0.999901295, 0.999901295]
O=C(NCCOc1ccccc1Cl)c1ccccc1; ['NCCOc1ccccc1Cl']; ['O=C(O)c1ccccc1']; [0.999470413]
COC(=O)c1ccc(Cl)c(CNC(=O)c2ccccc2)c1; [None]; [None]; [0]
O=C(NCc1ccc(F)c(Cl)c1)c1ccccc1; ['NC(=O)c1ccccc1', 'NC(=O)c1ccccc1']; ['NCc1ccc(F)c(Cl)c1', 'OCc1ccc(F)c(Cl)c1']; [0.998462677, 0.998462677]
O=C(NC[C@H](CO)c1ccccc1)c1ccccc1; [None]; [None]; [0]
Cc1ccc(CNC(=O)c2ccccc2)cc1C; ['Cc1ccc(CN)cc1C', 'Cc1ccc(C#N)cc1C', 'Cc1ccc(CN)cc1C']; ['O=C(Cl)c1ccccc1', 'OCc1ccccc1', 'O=Cc1ccccc1']; [0.999967217, 0.999967217, 0.999967217]
Cc1ccc(O)cc1CNC(=O)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cc(O)ccc1Cl)c1ccccc1; [None]; [None]; [0]
O=C(NCCn1ccccc1=O)c1ccccc1; ['O=C(NCCCl)c1ccccc1']; ['O=c1cccc[nH]1']; [0.993518412]
O=C(NCc1cnc(O)c(Cl)c1)c1ccccc1; [None]; [None]; [0]
Cc1ccc(CO)cc1CNC(=O)c1ccccc1; [None]; [None]; [0]
COc1ccc(CNC(=O)c2ccccc2)cc1OC; ['CC(C)(C)OOC(=O)c1ccccc1']; ['COc1ccc(CN)cc1OC']; [0.996027946]
COc1cc(CNC(=O)c2ccccc2)cc(OC)c1; ['COc1cc(CN)cc(OC)c1']; ['NC(=O)c1ccccc1']; [0.994538605]
CS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1; ['CCOC(=O)c1ccccc1']; ['CS(=O)(=O)c1ccc(CN)cc1']; [0.996207595]
NC(=O)Nc1ccc(CNC(=O)c2ccccc2)cc1; [None]; [None]; [0]
Cc1nc2ccc(CNC(=O)c3ccccc3)cc2[nH]1; [None]; [None]; [0]
O=C1Cc2cc(CNC(=O)c3ccccc3)ccc2N1; ['O=C(NCO)c1ccccc1']; ['O=C1Cc2ccccc2N1']; [0.984183908]
O=C(NCc1cncc(O)c1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1nc2ccccc2s1)c1ccccc1; ['N#CCNC(=O)c1ccccc1']; ['Nc1ccccc1S']; [0.992786944]
CCc1cc(O)ccc1CNC(=O)c1ccccc1; ['CCc1cccc(O)c1']; ['O=C(NCO)c1ccccc1']; [0.973909616]
C[C@@H](CNC(=O)c1ccccc1)CC(N)=O; [None]; [None]; [0]
Cc1cccc(C)c1CNC(=O)c1ccccc1; ['Cc1cccc(C)c1CN', 'CCOC(=O)c1ccccc1', 'Cc1cccc(C)c1CN', 'Cc1cccc(C)c1CN']; ['O=C(Cl)c1ccccc1', 'Cc1cccc(C)c1CN', 'O=Cc1ccccc1', 'NC(=O)c1ccccc1']; [0.999924302, 0.999924302, 0.999924302, 0.999924302]
NC(=O)[C@@H]1CC[C@H](CNC(=O)c2ccccc2)CC1; [None]; [None]; [0]
O=C(NCn1ccnc1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cc(Cl)c(O)c(Cl)c1)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['Oc1c(Cl)cccc1Cl']; [0.987932622]
O=C(NCc1nccs1)c1ccccc1; ['NCc1nccs1']; ['O=C(O)c1ccccc1']; [0.999927521]
Cc1cc(O)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
Nc1cc(CNC(=O)c2ccccc2)[nH]n1; [None]; [None]; [0]
CCc1sccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1; [None]; [None]; [0]
O=C(NCNc1ccncc1)c1ccccc1; []; []; []
O=C(NCc1ccc(Br)cc1F)c1ccccc1; ['NCc1ccc(Br)cc1F', 'COC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'NCc1ccc(Br)cc1F']; [0.999993086, 0.999993086]
O=C(NCc1ccc2c(c1)CCN2)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['c1ccc2c(c1)CCN2']; [0.984645545]
Cc1csc(CNC(=O)c2ccccc2)n1; [None]; [None]; [0]
Cc1ccc(CNC(=O)c2ccccc2)nc1C; [None]; [None]; [0]
Cn1ncc(N)c1CNC(=O)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cc(O)cc(Br)c1)c1ccccc1; ['NC(=O)c1ccccc1']; ['O=Cc1cc(O)cc(Br)c1']; [0.979380906]
CNC(=O)c1ccc(CNC(=O)c2ccccc2)cc1; ['CNC(=O)c1ccc(CN)cc1']; ['COC(=O)c1ccccc1']; [0.989362895]
O=C(NCc1cnco1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cc(F)c(O)c(F)c1)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['Oc1c(F)cccc1F']; [0.956933141]
Cc1ccc(CNC(=O)c2ccccc2)c(C)n1; [None]; [None]; [0]
O=C(NCc1ccc2c(=O)[nH][nH]c2c1)c1ccccc1; [None]; [None]; [0]
O=C(NCOCc1ccccc1)c1ccccc1; ['O=C(NCO)c1ccccc1']; ['OCc1ccccc1']; [0.947108269]
O=C(NCOc1ccc(F)cc1F)c1ccccc1; ['O=C(NCO)c1ccccc1', 'Fc1ccc(F)c(F)c1']; ['Oc1ccc(F)cc1F', 'O=C(NCO)c1ccccc1']; [0.979566276, 0.979566276]
Cc1nc2ccc(CNC(=O)c3ccccc3)cc2o1; [None]; [None]; [0]
O=C(NCc1ccc(F)cc1Cl)c1ccccc1; []; []; []
O=C(NCCc1ccc(F)cc1)c1ccccc1; ['NCCc1ccc(F)cc1', 'C=COC(=O)c1ccccc1', 'NCCc1ccc(F)cc1']; ['O=C(F)c1ccccc1', 'NCCc1ccc(F)cc1', 'OCc1ccccc1']; [0.999264896, 0.999264896, 0.999264896]
CCOc1ccc(CNC(=O)c2ccccc2)cc1; ['CCOc1ccc(CN)cc1', 'CCOc1ccc(CN)cc1', 'CCOC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'CCOc1ccc(CN)cc1']; [0.999675632, 0.999675632, 0.999675632]
CSc1cccc(CNC(=O)c2ccccc2)c1; ['CSc1cccc(CN)c1', 'CSc1cccc(CN)c1', 'CSc1cccc(CN)c1']; ['O=C(O)c1ccccc1', 'Cc1ccccc1', 'O=Cc1ccccc1']; [0.999745071, 0.999745071, 0.999745071]
O=C(NCOc1ccccc1F)c1ccccc1; ['O=C(NCO)c1ccccc1', 'Fc1ccccc1F']; ['Oc1ccccc1F', 'O=C(NCO)c1ccccc1']; [0.984446466, 0.984446466]
CS(=O)(=O)c1cccc(CNC(=O)c2ccccc2)c1; ['CS(=O)(=O)c1cccc(CN)c1']; ['O=C(O)c1ccccc1']; [0.999910474]
O=C(NCNCc1c(F)cccc1Cl)c1ccccc1; []; []; []
Cc1n[nH]cc1CNC(=O)c1ccccc1; [None]; [None]; [0]
Cc1nn(C)cc1CNC(=O)c1ccccc1; ['Cc1nn(C)cc1CN', 'Cc1nn(C)cc1CN']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1']; [0.999978065, 0.999978065]
COc1ncccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
COc1cc(CNC(=O)c2ccccc2)cc(OC)c1OC; ['COc1cc(CO)cc(OC)c1OC']; ['NC(=O)c1ccccc1']; [0.806223631]
O=C(NCc1cccc(O)c1)c1ccccc1; ['NCc1cccc(O)c1', 'NCc1cccc(O)c1', 'COC(=O)c1ccccc1', 'CCOC(=O)c1ccccc1']; ['O=C(O)c1ccccc1', 'O=C(Oc1ccccc1)c1ccccc1', 'NCc1cccc(O)c1', 'NCc1cccc(O)c1']; [0.998230398, 0.998230398, 0.998230398, 0.998230398]
Cn1nncc1CNC(=O)c1ccccc1; [None]; [None]; [0]
COc1ccc(CNC(=O)c2ccccc2)cc1; ['COc1ccc(CN)cc1', 'COc1ccc(CN)cc1']; ['N#Cc1ccccc1', 'O=Cc1ccccc1']; [0.997188389, 0.997188389]
O=C(NCNc1ncccn1)c1ccccc1; []; []; []
O=C(NCc1cnc2cccnn12)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cccc(F)c1)c1ccccc1; ['NCc1cccc(F)c1', 'NCc1cccc(F)c1', 'NC(=O)c1ccccc1', 'Cc1cccc(F)c1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'NCc1cccc(F)c1', 'NC(=O)c1ccccc1']; [0.999991298, 0.999991298, 0.999991298, 0.999991298]
O=C(NCc1nc2ccccc2[nH]1)c1ccccc1; ['NCc1nc2ccccc2[nH]1']; ['O=C(Cl)c1ccccc1']; [0.999146938]
O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc(Cl)cc1)c1ccccc1; ['NCc1ccc(Cl)cc1', 'CC(C)(C)OOC(=O)c1ccccc1', 'NCc1ccc(Cl)cc1']; ['O=C(Cl)c1ccccc1', 'NCc1ccc(Cl)cc1', 'O=Cc1ccccc1']; [0.999710739, 0.999710739, 0.999710739]
O=C(NCCc1nccc2ccccc12)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cccc(C2CCNCC2)c1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc(C(F)(F)F)cc1)c1ccccc1; ['NCc1ccc(C(F)(F)F)cc1', 'NCc1ccc(C(F)(F)F)cc1', 'NC(=O)c1ccccc1', 'NCc1ccc(C(F)(F)F)cc1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'OCc1ccc(C(F)(F)F)cc1', 'O=Cc1ccccc1']; [0.999607742, 0.999607742, 0.999607742, 0.999607742]
O=C(NCc1ccc(OCCO)cc1)c1ccccc1; [None]; [None]; [0]
Cc1cc(CNC(=O)c2ccccc2)nn1C; [None]; [None]; [0]
CN(C)c1ccc(CNC(=O)c2ccccc2)cc1; ['CN(C)c1ccc(CN)cc1', 'CN(C)c1ccc(CN)cc1']; ['O=C(O)c1ccccc1', 'Cc1ccccc1']; [0.998988926, 0.998988926]
O=C(NCc1cncnc1)c1ccccc1; ['NCc1cncnc1', 'NCc1cncnc1', 'COC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'O=C(ON1C(=O)CCC1=O)c1ccccc1', 'NCc1cncnc1']; [0.999938369, 0.999938369, 0.999938369]
C[C@H](O)COc1ccc(CNC(=O)c2ccccc2)cc1; [None]; [None]; [0]
O=C(NCc1cnc(Cl)nc1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1c[nH]c2ccccc12)c1ccccc1; ['NCc1c[nH]c2ccccc12']; ['O=C(Oc1ccccc1)c1ccccc1']; [0.991349578]
COc1ccc(Cl)cc1CNC(=O)c1ccccc1; []; []; []
O=C(NCc1ccc2c(c1)CCO2)c1ccccc1; ['NCc1ccc2c(c1)CCO2', 'NC(=O)c1ccccc1']; ['O=C(O)c1ccccc1', 'O=Cc1ccc2c(c1)CCO2']; [0.999793947, 0.999793947]
Cc1nc(C)c(CNC(=O)c2ccccc2)s1; [None]; [None]; [0]
O=C(NCc1ccc(Br)cc1)c1ccccc1; ['NCc1ccc(Br)cc1']; ['O=C(Cl)c1ccccc1']; [0.999937773]
O=C(NCc1cc2ccccc2cn1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc[nH]1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cccc2c1OCO2)c1ccccc1; [None]; [None]; [0]
CC(C)(C)c1ccc(CNC(=O)c2ccccc2)cc1; ['CC(C)(C)c1ccc(CN)cc1', 'CC(C)(C)c1ccc(CN)cc1', 'CC(C)(C)c1ccc(CN)cc1']; ['O=C(Cl)c1ccccc1', 'O=C(O)c1ccccc1', 'O=C(F)c1ccccc1']; [0.99978894, 0.99978894, 0.99978894]
CC(=O)Nc1cccc(CNC(=O)c2ccccc2)c1; ['CC(=O)Nc1cccc(CN)c1']; ['O=C(O)c1ccccc1']; [0.999240756]
O=C(NCc1ccc(F)c(F)c1)c1ccccc1; ['N#Cc1ccccc1', 'NC(=O)c1ccccc1', 'NC(=O)c1ccccc1']; ['NCc1ccc(F)c(F)c1', 'OCc1ccc(F)c(F)c1', 'O=Cc1ccc(F)c(F)c1']; [0.999977946, 0.999977946, 0.999977946]
O=C(NCc1scc2c1OCCO2)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cnc2ccccc2c1)c1ccccc1; ['NCc1cnc2ccccc2c1', 'COC(=O)c1ccccc1']; ['O=C(Cl)c1ccccc1', 'NCc1cnc2ccccc2c1']; [0.999551, 0.999551]
O=C(NCc1ccco1)c1ccccc1; ['C=COC(=O)c1ccccc1', 'NC(=O)c1ccccc1']; ['NCc1ccco1', 'NCc1ccco1']; [0.990747333, 0.990747333]
Cc1cc(CNC(=O)c2ccccc2)nc(N)n1; [None]; [None]; [0]
O=C(NC[C@H]1CC[C@H](O)CC1)c1ccccc1; [None]; [None]; [0]
O=C(NC[C@H]1CC[C@@H](O)C1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc(Cl)cc1Cl)c1ccccc1; ['NCc1ccc(Cl)cc1Cl', 'NCc1ccc(Cl)cc1Cl', 'N#Cc1ccccc1', 'NC(=O)c1ccccc1', 'C=COC(=O)c1ccccc1', 'Cc1ccc(Cl)cc1Cl']; ['O=C(Cl)c1ccccc1', 'OCc1ccccc1', 'NCc1ccc(Cl)cc1Cl', 'NCc1ccc(Cl)cc1Cl', 'NCc1ccc(Cl)cc1Cl', 'NC(=O)c1ccccc1']; [0.999933124, 0.999933124, 0.999933124, 0.999933124, 0.999933124, 0.999933124]
O=C(NCc1ccsc1)c1ccccc1; ['NCc1ccsc1', 'CCOC(=O)c1ccccc1']; ['O=C(O)c1ccccc1', 'NCc1ccsc1']; [0.998896837, 0.998896837]
O=C(NCc1ncc(Br)cn1)c1ccccc1; [None]; [None]; [0]
Cc1cc(C)cc(CNC(=O)c2ccccc2)c1; ['Cc1cc(C)cc(CN)c1', 'Cc1cc(C)cc(CN)c1']; ['O=Cc1ccccc1', 'NC(=O)c1ccccc1']; [0.992525697, 0.992525697]
COc1cc(F)c(CNC(=O)c2ccccc2)cc1OC; ['COc1cc(F)c(C=O)cc1OC']; ['NC(=O)c1ccccc1']; [0.873666286]
COc1ccc2cccc(CNC(=O)c3ccccc3)c2c1; [None]; [None]; [0]
Cn1cc(CNC(=O)c2ccccc2)c(C(F)(F)F)n1; [None]; [None]; [0]
COc1cc(CNC(=O)c2ccccc2)ccc1Cl; []; []; []
COc1cc(CNC(=O)c2ccccc2)c(OC)cc1Br; ['COc1ccc(OC)c(Br)c1']; ['O=C(NCO)c1ccccc1']; [0.849962771]
O=C(NCc1cccc2ccc(O)cc12)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc2cn[nH]c2c1)c1ccccc1; [None]; [None]; [0]
Cc1ccc(CNC(=O)c2ccccc2)o1; ['CCOC(=O)c1ccccc1']; ['Cc1ccc(CN)o1']; [0.994218826]
CCn1cc(CNC(=O)c2ccccc2)cn1; ['CCn1cc(CN)cn1']; ['O=C(Cl)c1ccccc1']; [0.999958158]
O=C(NCc1ccc(OC(F)(F)F)cc1)c1ccccc1; ['NC(=O)c1ccccc1']; ['OCc1ccc(OC(F)(F)F)cc1']; [0.996107399]
O=C(NCc1cc2ccccc2o1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1cscn1)c1ccccc1; [None]; [None]; [0]
CCc1cccc(CNC(=O)c2ccccc2)n1; [None]; [None]; [0]
O=C(NCc1cccc(N2CCCC2=O)c1)c1ccccc1; [None]; [None]; [0]
O=C(NCc1ccc(CCO)cc1)c1ccccc1; [None]; [None]; [0]
N#Cc1ccc(-c2ccc3nc(N)sc3c2)cc1; ['N#Cc1ccc(B(O)O)cc1']; ['Nc1nc2ccc(Br)cc2s1']; [0.999946713]
COc1cc(N2CCNCC2)ccc1CNC(=O)c1ccccc1; [None]; [None]; [0]
COc1ncccc1-c1ccc2nc(N)sc2c1; ['COc1ncccc1B(O)O']; ['Nc1nc2ccc(Br)cc2s1']; [0.999777]
CS(=O)(=O)c1ccc(Cl)c(CNC(=O)c2ccccc2)c1; [None]; [None]; [0]
CCOc1ccc(-c2ccc3nc(N)sc3c2)cc1; ['CCOc1ccc(B(O)O)cc1']; ['Nc1nc2ccc(Br)cc2s1']; [0.999969363]
CS(=O)(=O)c1cccc(-c2ccc3nc(N)sc3c2)c1; ['CS(=O)(=O)c1cccc(B(O)O)c1']; ['Nc1nc2ccc(Br)cc2s1']; [0.999984503]
COc1cc(-c2ccc3nc(N)sc3c2)cc(OC)c1OC; ['COc1cc(B(O)O)cc(OC)c1OC']; ['Nc1nc2ccc(Br)cc2s1']; [0.999904513]
Cc1n[nH]cc1-c1ccc2nc(N)sc2c1; ['Cc1n[nH]cc1B1OC(C)(C)C(C)(C)O1']; ['Nc1nc2ccc(Br)cc2s1']; [0.999974132]
Cn1cc(-c2ccc3nc(N)sc3c2)cn1; ['Cn1cc(B(O)O)cn1']; ['Nc1nc2ccc(Br)cc2s1']; [0.999909639]
Nc1nc2ccc(-c3cccc(O)c3)cc2s1; ['CC1(C)OB(c2cccc(O)c2)OC1(C)C']; ['Nc1nc2ccc(Br)cc2s1']; [0.999852777]
Nc1nc2ccc(-c3cnc4cccnn34)cc2s1; [None]; [None]; [0]
Cn1nncc1-c1ccc2nc(N)sc2c1; [None]; [None]; [0]
Nc1nc2ccc(-c3nc4ccccc4[nH]3)cc2s1; ['Nc1ccccc1N']; ['Nc1nc2ccc(C(=O)O)cc2s1']; [0.999927163]
